total_sum;is_correct
-98004;yes
25592;yes
96242;yes
25577;yes
-187983;yes
-52410;yes
-71016;yes
-188018;yes
-388303;yes
273000;yes
161984;yes
-98289;yes
-23273;yes
53365;yes
21283;yes
483843;yes
141197;yes
-190019;yes
-96875;yes
-125563;yes
-132516;yes
-227670;yes
68254;yes
305353;yes
264992;yes
-389681;yes
-93772;yes
-143718;yes
-160980;yes
92416;yes
357250;yes
204105;yes
263144;yes
-49277;yes
51462;yes
372197;yes
342978;yes
329028;yes
-9339;yes
18752;yes
-183245;yes
29270;yes
156095;yes
-203262;yes
8955;yes
-100284;yes
-37994;yes
-190705;yes
-46326;yes
-192347;yes
-189974;yes
-165316;yes
136774;yes
-23458;yes
-12765;yes
-10667;yes
-1884;yes
-285128;yes
-78926;yes
-238546;yes
130622;yes
-16894;yes
-197114;yes
-251714;yes
206291;yes
532006;yes
237441;yes
101287;yes
226224;yes
-130413;yes
-228234;yes
-106644;yes
241781;yes
6561;yes
211815;yes
96526;yes
230238;yes
-535417;yes
-35727;yes
-224502;yes
-253857;yes
-2213;yes
-52971;yes
307538;yes
19892;yes
-271286;yes
391421;yes
2538;yes
77637;yes
220804;yes
-245937;yes
279826;yes
123326;yes
-45096;yes
-3452;yes
160776;yes
56066;yes
147465;yes
-33259;yes
191776;yes
-220530;yes
-118527;yes
45340;yes
-23378;yes
70640;yes
433894;yes
-48124;yes
49310;yes
723810;yes
-125924;yes
115296;yes
602474;yes
-11208;yes
80403;yes
-254316;yes
202663;yes
-5984;yes
-23490;yes
83232;yes
55682;yes
140917;yes
-249689;yes
15306;yes
320962;yes
192827;yes
100807;yes
20624;yes
-12339;yes
246373;yes
-45799;yes
64195;yes
-243611;yes
-413574;yes
192030;yes
355937;yes
-99381;yes
-334484;yes
-314539;yes
136326;yes
-141277;yes
440293;yes
-720841;yes
-112002;yes
118947;yes
-38882;yes
150945;yes
316208;yes
-232699;yes
-46394;yes
-138640;yes
128104;yes
332635;yes
-95170;yes
-150309;yes
219655;yes
-193166;yes
-40993;yes
-370472;yes
37104;yes
-179285;yes
-26722;yes
-153421;yes
-105971;yes
-51382;yes
-128248;yes
-138354;yes
106983;yes
-255087;yes
-586868;yes
26968;yes
232364;yes
-189814;yes
117346;yes
172220;yes
126776;yes
-305769;yes
-14152;yes
-159631;yes
-476097;yes
-114268;yes
159004;yes
-32213;yes
-166178;yes
243060;yes
331696;yes
117225;yes
498691;yes
-354065;yes
-355099;yes
34096;yes
106041;yes
278704;yes
153894;yes
-270084;yes
-195934;yes
283285;yes
77313;yes
32548;yes
-334393;yes
6237;yes
56871;yes
-199832;yes
76045;yes
365606;yes
-6110;yes
165137;yes
-2981;yes
-56354;yes
145859;yes
-194406;yes
-69441;yes
476023;yes
-403104;yes
-99792;yes
443415;yes
1978;yes
-223397;yes
89469;yes
-27777;yes
-129349;yes
-204905;yes
140345;yes
136636;yes
235216;yes
-107259;yes
75242;yes
-505042;yes
-102405;yes
-82282;yes
-38244;yes
95753;yes
281251;yes
-76264;yes
-17370;yes
-76056;yes
352745;yes
-37591;yes
-367066;yes
182534;yes
130235;yes
71328;yes
236594;yes
-211802;yes
58472;yes
118928;yes
15169;no
-174793;yes
101249;yes
279328;yes
4717;yes
146104;yes
-80476;yes
-78608;yes
319460;yes
173270;yes
265107;yes
-149855;yes
313609;yes
109883;yes
-116366;yes
-224193;yes
-27483;yes
-380076;yes
228613;yes
-33351;yes
-212143;yes
226636;yes
-350035;yes
-234808;yes
-293867;yes
-57981;yes
-204339;yes
276718;yes
114311;yes
-276195;yes
-478790;yes
126531;yes
-13564;yes
-19095;yes
-308028;yes
167357;yes
61423;yes
-301574;yes
51212;yes
-8704;yes
12762;yes
-73191;yes
30194;yes
-7124;yes
102444;yes
411680;yes
389516;yes
-111284;yes
252788;yes
-312846;yes
401683;yes
-19364;yes
271172;yes
-420501;yes
342177;yes
-138785;yes
-227565;yes
-286066;yes
-168597;yes
-32513;yes
-250376;yes
-231822;yes
-97142;yes
-3999;yes
66068;yes
162920;yes
-177738;yes
170712;yes
77497;yes
-271618;yes
-109393;yes
-293846;yes
-5493;yes
-173528;yes
44927;yes
152756;yes
372041;yes
458216;yes
-53072;yes
-206300;yes
-180437;yes
-306027;yes
63757;yes
185266;yes
140577;yes
94931;yes
274325;yes
-227270;yes
87652;yes
-150732;yes
-102536;yes
-182005;yes
231810;yes
231313;yes
68132;yes
-41774;yes
-164010;yes
99752;yes
83715;yes
86206;yes
-262474;yes
10772;yes
-187209;yes
265547;yes
-236305;yes
168713;yes
206364;yes
59054;yes
126102;yes
-202579;yes
143308;yes
46243;yes
-24141;yes
-288726;yes
70223;yes
114598;yes
271468;yes
257028;yes
14926;yes
-146736;yes
34006;yes
57135;yes
-253788;yes
228655;yes
102064;yes
-1233;yes
61907;yes
147129;yes
-357260;yes
26636;yes
235703;yes
-165953;yes
222620;yes
-7932;yes
-432863;yes
-263812;yes
-190914;yes
-17160;yes
74381;yes
223266;yes
168394;yes
34468;yes
-369788;yes
-25250;yes
-466318;yes
-326639;yes
77564;yes
402178;yes
162650;yes
4059;yes
24123;yes
-550852;yes
-120202;yes
29023;yes
-26361;yes
315190;yes
79316;yes
611700;yes
-49303;yes
129553;yes
-317399;yes
-418455;yes
-246213;yes
-355622;yes
-224363;yes
215432;yes
-237688;yes
-359020;yes
-225662;yes
-131715;yes
-171437;yes
-270546;yes
-146583;yes
-199674;yes
-6368;yes
-148071;yes
50320;yes
-102148;yes
-359618;yes
-57946;yes
432582;yes
147631;yes
145233;yes
-99924;yes
-34233;yes
-371154;yes
174228;yes
-108030;yes
12553;yes
-33770;yes
569679;yes
388262;yes
-212917;yes
285563;yes
-187329;yes
42756;yes
300121;yes
-240603;yes
-49397;yes
282309;yes
33104;yes
-338374;yes
-343132;yes
-189662;yes
-238005;yes
112045;yes
-363381;yes
-336591;yes
-106433;yes
391319;yes
-273671;yes
-291033;yes
-32783;yes
152114;yes
109490;yes
-152806;yes
-292488;yes
-364351;yes
-33426;yes
473927;yes
-128066;yes
-161588;yes
-489509;yes
205876;yes
-93299;yes
-27602;yes
347529;yes
-148447;yes
151735;yes
310755;yes
-372388;yes
155376;yes
-111463;yes
72619;yes
179378;yes
587757;yes
-232195;yes
-70077;yes
-166278;yes
15741;yes
-62708;yes
-100995;yes
364369;yes
401053;yes
439577;yes
38569;yes
-78059;yes
-68276;yes
-121870;yes
164906;yes
-102768;yes
69370;yes
195898;yes
-65492;yes
-47962;yes
144562;yes
-225042;yes
234131;yes
-297248;yes
2441;yes
315235;yes
168230;yes
128865;yes
73326;yes
-93628;yes
182745;yes
-33552;yes
-103858;yes
-47301;yes
418582;yes
-79743;yes
-210643;yes
110887;yes
118922;yes
-182387;yes
405959;yes
-90368;yes
-227328;yes
-8090;yes
57158;yes
392288;yes
19852;yes
-18381;yes
51599;yes
-313493;yes
-545813;yes
136133;yes
287492;yes
17538;yes
167971;yes
179611;yes
-197685;yes
93334;yes
38514;yes
95348;yes
135182;yes
-106106;yes
-99186;yes
-4932;yes
138054;yes
-73033;yes
110090;yes
57565;yes
411014;yes
150331;yes
41338;yes
272087;yes
30048;yes
46086;yes
-202209;yes
-572315;yes
-445808;yes
-640982;yes
237839;yes
14121;yes
-37046;yes
111910;yes
240804;yes
392137;yes
-164038;yes
121367;yes
-41662;yes
-375622;yes
160091;yes
82279;yes
-108978;yes
74195;yes
-2942;yes
-347137;yes
500174;yes
-13822;no
-62736;yes
98109;yes
206796;yes
362058;yes
284816;yes
-374750;yes
127367;yes
202770;yes
167839;yes
-182445;yes
-293047;yes
-398977;yes
-527633;yes
-102705;yes
-245696;yes
-447875;yes
60404;yes
39776;yes
-47669;yes
-114339;yes
237647;yes
43429;yes
10572;yes
7311;yes
190522;yes
73107;yes
-139717;yes
-171282;yes
27172;yes
272316;yes
-54290;yes
-237828;yes
382918;yes
-151234;yes
-221590;yes
-137234;yes
-478439;yes
-10815;yes
68478;yes
89151;yes
92604;yes
-108046;yes
-124599;yes
175739;yes
315345;yes
-34587;yes
369721;yes
278567;yes
450610;yes
128467;yes
184518;yes
9492;yes
159291;yes
-155733;yes
-77949;yes
-68052;yes
-236053;yes
263268;yes
91302;yes
-429702;yes
-286110;yes
117145;yes
298280;yes
416225;yes
93386;yes
-111103;yes
102981;yes
-123936;yes
-3843;yes
-66608;yes
185714;yes
172158;yes
-114539;yes
-226205;yes
-386094;yes
120007;yes
149456;yes
428698;yes
-57345;yes
-93076;yes
-355821;yes
356022;yes
90501;yes
72074;yes
184410;yes
142423;yes
279761;yes
503412;yes
-78966;yes
-132436;yes
73065;yes
150884;yes
176725;yes
-79241;yes
223743;yes
-269394;yes
409297;yes
-35337;yes
-2396;yes
-236617;yes
47120;yes
150547;yes
-151102;yes
-197887;yes
136412;yes
150338;yes
220616;yes
73173;yes
26283;yes
-231984;yes
149207;yes
-335657;yes
-195284;yes
-139034;yes
108446;yes
44176;yes
-89984;yes
230325;yes
124973;yes
164439;yes
92505;yes
308584;yes
-282779;yes
-147632;yes
139260;yes
680733;yes
-288203;yes
101692;yes
-105969;yes
117466;yes
112641;yes
178627;yes
39409;yes
106481;yes
-286570;yes
66113;yes
159975;yes
326356;yes
-129066;yes
29806;yes
343987;yes
-37907;yes
-443732;yes
71361;yes
68996;yes
44223;yes
206353;yes
-65319;yes
296754;yes
-162968;yes
379591;yes
259208;yes
-74246;yes
8747;yes
-153363;yes
-290458;yes
-199424;yes
83465;yes
-502582;yes
-199299;yes
-6551;yes
151516;yes
-82935;yes
180228;yes
71490;yes
66151;yes
1586;yes
-356823;yes
-76028;yes
135720;yes
141354;yes
239342;yes
149036;yes
-174999;yes
-42193;yes
-14888;yes
153687;yes
168929;yes
-486527;yes
-125270;yes
422378;yes
-95057;yes
156435;yes
-218577;yes
186428;yes
-52707;yes
-240446;yes
386817;yes
-65839;yes
217158;yes
170334;yes
197520;yes
-146828;yes
280818;yes
560844;yes
73987;yes
142835;yes
-367431;yes
115071;yes
-306067;yes
216411;yes
-353425;yes
-390365;yes
339180;yes
-493126;yes
214398;yes
-181368;yes
131361;yes
-9000;yes
8957;yes
-298843;yes
149250;yes
-208913;yes
-111851;yes
-407650;yes
-465831;yes
256169;yes
123035;yes
140839;yes
330386;yes
180873;yes
496885;yes
-246654;yes
-46740;yes
153549;yes
684633;yes
46899;yes
-376586;yes
-51177;yes
-51878;yes
-199091;yes
296316;yes
-42364;yes
-259872;yes
-133561;yes
-170231;yes
45862;yes
86452;yes
11607;yes
-116496;yes
-3706;yes
-382558;yes
-251719;yes
32150;yes
-673877;yes
-123874;yes
242847;yes
-151453;yes
152844;yes
219940;yes
153288;yes
-258911;yes
546306;yes
9096;yes
278017;yes
330081;yes
73048;yes
202152;yes
167342;yes
368149;yes
-310915;yes
-5612;yes
223705;yes
-40565;yes
1636;no
-408497;yes
33179;yes
-63400;yes
-185935;yes
-292354;yes
24659;yes
136826;yes
190100;yes
-347451;yes
276533;yes
-79714;yes
103937;yes
348177;yes
369710;yes
287240;yes
-235664;yes
53899;yes
175873;yes
435456;yes
-281208;yes
-423233;yes
-133185;yes
58646;yes
192664;yes
-99946;yes
-75115;yes
133424;yes
-110937;yes
297103;yes
5652;yes
133564;yes
-279231;yes
152891;yes
5638;yes
-49101;yes
262948;yes
-340164;yes
274230;yes
-48601;yes
-71325;yes
-45220;yes
70462;yes
167277;yes
170209;yes
63805;yes
-191733;yes
-126002;yes
309858;yes
91680;yes
-297940;yes
131076;yes
-637;yes
176942;yes
-125441;yes
362102;yes
-30652;yes
-142852;yes
38981;yes
-125310;yes
89417;yes
318909;yes
-306741;yes
267002;yes
-415872;yes
35269;yes
708297;yes
306528;yes
152601;yes
-76367;yes
24249;yes
-285845;yes
-231873;yes
282407;yes
-489000;yes
64755;yes
268423;yes
-212937;yes
172167;yes
-190934;yes
136166;yes
-354670;yes
-148890;yes
-87968;yes
-302914;yes
-287899;yes
36467;yes
-221481;yes
55432;yes
295694;yes
-445275;yes
-286530;yes
237337;yes
86142;yes
8628;yes
37298;yes
184635;yes
11194;yes
-18063;yes
-85919;yes
179738;yes
-100504;yes
-300265;yes
295620;yes
86201;yes
329989;yes
-162366;yes
270900;yes
58620;yes
86282;yes
93062;yes
-137627;yes
148498;yes
-199797;yes
298293;yes
-92054;yes
-221429;yes
54267;yes
-75565;yes
-149142;yes
-211746;yes
189527;yes
-173930;yes
-447431;yes
-269424;yes
-372969;yes
189894;yes
288366;yes
-273131;yes
75575;yes
23980;yes
-3338;yes
-349510;yes
35835;yes
479565;yes
-43894;yes
52487;yes
-251754;yes
103959;yes
-257832;yes
-44010;yes
-380700;yes
-40993;yes
-188855;yes
-205134;yes
152209;yes
168430;yes
75164;yes
94090;yes
-83481;yes
142547;yes
-16076;yes
-83871;yes
345793;yes
126539;yes
-163172;yes
385758;yes
171611;yes
-83356;yes
136008;yes
-148439;yes
-83135;yes
161109;yes
-230347;yes
174878;yes
-425383;yes
184445;yes
-121237;yes
-11016;yes
-382913;yes
199409;yes
11258;yes
627671;yes
137913;yes
23311;yes
41785;yes
73489;yes
132605;yes
-154704;yes
-434943;yes
-2456;yes
193247;yes
-146746;yes
163023;yes
153114;yes
-121158;yes
-10042;yes
-122939;yes
8731;yes
354161;yes
466311;yes
181017;yes
-620875;yes
255095;yes
174152;yes
276793;yes
50380;yes
-127094;yes
-144341;yes
483353;yes
164253;yes
-436063;yes
118025;yes
-3063;yes
-3362;yes
164884;yes
179900;yes
-316371;yes
-534963;yes
37410;yes
2992;no
136800;yes
-268935;yes
-187969;yes
-114002;yes
155221;yes
-214033;yes
-158270;yes
-143894;yes
125507;yes
436265;yes
-267698;yes
-50986;yes
80479;yes
-28066;yes
-66588;yes
79983;yes
339732;yes
-130467;yes
-219232;yes
202714;yes
-127767;yes
101271;yes
331940;yes
532405;yes
278264;yes
221645;yes
229360;yes
35063;yes
-110578;yes
-86189;yes
177104;yes
237065;yes
5062;yes
80119;yes
389662;yes
-139724;yes
251806;yes
338213;yes
386094;yes
189977;yes
141026;yes
250168;yes
77363;yes
141378;yes
-168785;yes
117938;yes
557307;yes
-65624;yes
27025;yes
52836;yes
208349;yes
298391;yes
163239;yes
-240072;yes
72366;yes
-20023;yes
21816;yes
-316409;yes
-318958;yes
-331240;yes
-53258;yes
183476;yes
-13597;yes
69721;yes
34128;yes
207618;yes
126774;yes
-126145;yes
229280;yes
-180430;yes
-293023;yes
-426487;yes
122012;yes
-317018;yes
-310928;yes
-63363;yes
137301;yes
-55571;yes
193344;yes
132926;yes
35791;yes
-98774;yes
288045;yes
42629;yes
176318;yes
20200;yes
-254809;yes
-111622;yes
27873;yes
391260;yes
-90358;yes
76516;yes
13804;yes
38278;yes
393830;yes
108633;yes
54527;yes
-320364;yes
4451;yes
216607;yes
79810;yes
-344817;yes
-191357;yes
102851;yes
104236;yes
-67925;yes
108900;yes
-101881;yes
-211518;yes
-453057;yes
105845;yes
256802;yes
-293368;yes
70443;yes
36850;yes
-186110;yes
-114137;yes
-131438;yes
86926;yes
-144203;yes
-132570;yes
78560;yes
-169983;yes
157161;yes
438220;yes
-415690;yes
-194670;yes
268074;yes
-195286;yes
46574;yes
252557;yes
-193790;yes
-63405;yes
-127881;yes
175070;yes
-542826;yes
-209325;yes
-36079;yes
-309678;yes
-133669;yes
-32734;yes
-125248;yes
46026;yes
-139534;yes
71528;yes
200536;yes
-85964;yes
120151;yes
122695;yes
-178401;yes
-182802;yes
-322391;yes
128756;yes
-253551;yes
-499946;yes
297142;yes
147967;yes
151976;yes
197657;yes
-150853;yes
29880;yes
125406;yes
101234;yes
-16060;yes
-451773;yes
362171;yes
-68022;yes
138739;yes
-402025;yes
195571;yes
68119;yes
148120;yes
-190288;yes
127634;yes
-33506;yes
309176;yes
311802;yes
-34787;yes
-253789;yes
-177969;yes
348589;yes
85386;yes
-322872;yes
-458577;yes
-162697;yes
-202791;yes
-87550;yes
146297;yes
-49499;yes
-201273;yes
-139777;yes
36187;yes
5819;yes
474195;yes
55496;yes
64484;yes
-228314;yes
495448;yes
44028;yes
216843;yes
-190321;yes
-28037;yes
4215;yes
-334801;yes
258026;yes
62575;yes
258920;yes
-82307;yes
177520;yes
-128809;yes
39579;yes
288118;yes
407788;yes
131127;yes
275085;yes
-96202;yes
-140617;yes
-49937;yes
47278;yes
-117035;yes
321077;yes
-277568;yes
-127271;yes
31831;yes
-63830;yes
-72017;yes
32953;yes
124643;yes
-553481;yes
194535;yes
305065;yes
111241;yes
168990;yes
-99807;yes
172246;yes
-197069;yes
140585;yes
-298319;yes
91087;yes
-84799;yes
-360910;yes
-325501;yes
116098;yes
115470;yes
-27740;yes
70445;yes
49559;yes
446866;yes
133470;yes
275854;yes
78252;yes
211279;yes
-244763;yes
-28940;yes
-20362;yes
-66933;yes
77534;yes
-299958;yes
78044;yes
2024;yes
164853;yes
-64594;yes
231584;yes
-247899;yes
255884;yes
-467569;yes
-91946;yes
-152551;yes
222641;yes
-417570;yes
-180096;yes
114481;yes
135787;yes
-13978;yes
-411708;yes
439357;yes
-46592;yes
84920;yes
-346582;yes
-96674;yes
212846;yes
421151;yes
-410036;yes
-221999;yes
101931;yes
-137977;yes
176133;yes
-142702;yes
-66032;yes
-432971;yes
-20158;yes
150752;yes
-452743;yes
176391;yes
67754;yes
-234410;yes
218909;yes
70611;yes
-361326;yes
286812;yes
356835;yes
-91608;yes
99077;yes
-223451;yes
95962;yes
-437138;yes
474503;yes
-19845;yes
-317497;yes
161738;yes
-78028;yes
168993;yes
187606;yes
361824;yes
125465;yes
445610;yes
108391;yes
-41750;yes
212619;yes
-265942;yes
-148666;yes
287746;yes
-163361;yes
-265399;yes
147944;yes
-207316;yes
-106893;yes
-190013;yes
393150;yes
605023;yes
539446;yes
40066;yes
44771;yes
183201;yes
-176992;yes
-160744;yes
165628;yes
-147989;yes
-308711;yes
-224585;yes
89378;yes
-28948;yes
134083;yes
153749;yes
170586;yes
159570;yes
311618;yes
40171;yes
32203;yes
-164948;yes
-131117;yes
17206;yes
154487;yes
325133;yes
-62629;yes
432324;yes
-157101;yes
77609;yes
-206018;yes
-372796;yes
233702;yes
401986;yes
131609;yes
152418;yes
-21687;yes
214441;yes
-263425;yes
58168;yes
-148206;yes
-40439;yes
-240723;yes
-242747;yes
117864;yes
203428;yes
28237;yes
230553;yes
963;yes
77783;yes
410043;yes
-182761;yes
-168518;yes
-249522;yes
81760;yes
251000;yes
176382;yes
35135;yes
27583;yes
-474652;yes
-50797;yes
153615;yes
-393560;yes
-26187;yes
150854;yes
-112126;yes
259922;yes
348270;yes
231617;yes
153378;yes
-203413;yes
-218263;yes
207073;yes
22469;yes
-306353;yes
-41452;yes
-180428;yes
123146;yes
-96224;yes
25541;yes
-50643;yes
-107378;yes
16074;yes
-415144;yes
21839;yes
-29292;yes
136278;yes
-128458;yes
-175933;yes
-58346;yes
-257689;yes
68895;yes
196289;yes
-323518;yes
-135574;yes
22802;yes
48138;yes
-21889;yes
275548;yes
176356;yes
-188615;yes
-147312;yes
551626;yes
-137965;yes
37226;yes
-396606;yes
-124570;yes
-33084;yes
194188;yes
143326;yes
241339;yes
-24667;yes
88145;yes
-72284;yes
185396;yes
-72844;yes
-99082;yes
241524;yes
-380737;yes
-101593;yes
7002;yes
-284104;yes
316708;yes
303661;yes
-160330;yes
-90658;yes
-142022;yes
81572;yes
-281660;yes
106217;yes
-21900;yes
71727;yes
-190327;yes
-164890;yes
162939;yes
-263761;yes
-103177;yes
-199706;yes
7625;yes
-144034;yes
132487;yes
183461;yes
326726;yes
137707;yes
355081;yes
-318145;yes
-82302;yes
91922;yes
-24577;yes
158927;yes
83095;yes
448423;yes
257929;yes
-317757;yes
82689;yes
-580855;yes
-9459;yes
-315473;yes
73314;yes
-196843;yes
77589;yes
192312;yes
-166178;yes
299616;yes
197080;yes
91088;yes
136713;yes
-263531;yes
-48454;yes
-112530;yes
-296615;yes
249523;yes
-128458;yes
8643;yes
-198711;yes
-205335;yes
-242900;yes
-167521;yes
24860;yes
228274;yes
-45892;yes
-439727;yes
-251855;yes
-166203;yes
-105526;yes
-227363;yes
266704;yes
300996;yes
-114355;yes
312202;yes
113613;yes
330099;yes
-246726;yes
-202015;yes
-79624;yes
-311661;yes
-94449;yes
-469900;yes
56184;yes
-176901;yes
-50098;yes
448914;yes
51693;yes
136002;yes
-148936;yes
256733;yes
62772;yes
-324347;yes
58310;yes
-135493;yes
-205456;yes
-58072;yes
128162;yes
72401;yes
-316979;yes
-158299;yes
-209227;yes
-418537;yes
192879;yes
64762;yes
-400634;yes
-612975;yes
-448146;yes
12228;yes
-23498;yes
-60747;yes
322364;yes
123366;yes
41205;yes
411422;yes
30388;yes
26036;yes
128511;yes
68078;yes
153287;yes
182091;yes
-181130;yes
251496;yes
-186540;yes
-336253;yes
32068;yes
-59029;yes
-124230;yes
129715;yes
-85789;yes
-285777;yes
-192265;yes
-53784;yes
-248805;yes
152206;yes
-121989;yes
-145515;yes
-75623;yes
268968;yes
182424;yes
579538;yes
12812;yes
-68589;yes
-222353;yes
-199088;yes
172329;yes
-331766;yes
164441;yes
-171898;yes
-136625;yes
110649;yes
-189758;yes
-168747;yes
-116303;yes
288174;yes
61964;yes
512637;yes
489961;yes
315669;yes
-289236;yes
233730;yes
101315;yes
327540;yes
-28116;yes
1596;yes
123912;yes
136864;yes
-104006;yes
-269828;yes
118087;yes
-109576;yes
265018;yes
168029;yes
-475401;yes
-420631;yes
31555;yes
-304252;yes
-59243;yes
-326744;yes
234419;yes
59636;yes
-133752;yes
-311837;yes
124135;yes
375516;yes
239557;yes
-28179;yes
-214273;yes
128965;yes
413528;yes
121238;yes
62555;yes
-167106;yes
308697;yes
-323298;yes
-286588;yes
343053;yes
316448;yes
217601;yes
-157852;yes
-99690;yes
-294328;yes
-252819;yes
-11500;yes
-28479;yes
-138500;yes
437329;yes
110424;yes
-102217;yes
-300592;yes
365335;yes
5519;yes
-117341;yes
-28565;yes
30778;yes
37364;yes
391300;yes
-288756;yes
-203509;yes
76782;yes
524;yes
-116344;yes
-90704;yes
-34520;yes
-515703;yes
362165;yes
177676;yes
-29978;yes
94726;yes
6489;yes
-309788;yes
-88748;yes
82031;yes
97723;yes
-242015;yes
-320336;yes
-345991;yes
240839;yes
385777;yes
248121;yes
-144722;yes
304258;yes
424657;yes
-97474;yes
-160849;yes
-372187;yes
-397237;yes
-9090;yes
-552146;yes
66664;yes
-47700;yes
57274;yes
-37276;yes
257218;yes
-177251;yes
220590;yes
-18380;yes
-116563;yes
-18219;yes
-83154;yes
254063;yes
19197;yes
-93520;yes
94361;yes
41463;yes
-92434;yes
81651;yes
225543;yes
149203;yes
-197331;yes
55785;yes
384786;yes
90751;yes
-56042;yes
249799;yes
-129605;yes
177371;yes
239002;yes
-191902;yes
105560;yes
50114;yes
276674;yes
-233203;yes
-251221;yes
15676;yes
278766;yes
164122;yes
130182;yes
-31026;yes
-197837;yes
-221176;yes
-89964;yes
-123214;yes
215054;yes
98844;yes
-25178;yes
373264;yes
-127599;yes
196370;yes
371707;yes
-267033;yes
115605;yes
41369;yes
-119491;yes
436339;yes
98027;yes
3851;yes
180201;yes
-229830;yes
122768;yes
-112900;yes
-321152;yes
290537;yes
100248;yes
99117;yes
-276127;yes
-128363;yes
526731;yes
311762;yes
-169072;yes
-109602;yes
-48309;yes
-327123;yes
-264900;yes
-6009;yes
301445;yes
-104069;yes
-105663;yes
-461135;yes
-306492;yes
-81442;yes
336356;yes
211066;yes
-270682;yes
-130957;yes
-261868;yes
-117748;yes
-9150;yes
-580226;yes
334223;yes
-395757;yes
245332;yes
-286874;yes
-138581;yes
-277137;yes
42057;yes
23869;yes
35557;yes
67389;yes
-193518;yes
57141;yes
471768;yes
47314;yes
148036;yes
-74567;yes
-143092;yes
-6207;yes
140188;yes
-580128;yes
73010;yes
97257;yes
-627926;yes
205325;yes
259592;yes
140959;yes
-248320;yes
-451628;yes
34095;yes
-237424;yes
251032;yes
-321422;yes
-138931;yes
298688;yes
280792;yes
-177765;yes
-157055;yes
109380;yes
201652;yes
-153028;yes
-254625;yes
6180;yes
85811;yes
17000;yes
-243240;yes
298324;yes
344871;yes
193384;yes
-381347;yes
55482;yes
-118458;yes
155694;yes
-108933;yes
-92583;yes
-223071;yes
532229;yes
127956;yes
77891;yes
-260835;yes
110797;yes
496098;yes
-362971;yes
-283564;yes
-51344;yes
-220561;yes
-93534;yes
-42816;yes
-306796;yes
247040;yes
-165051;yes
464672;yes
172219;yes
-99732;yes
243771;yes
-260926;yes
-416051;yes
211559;yes
45098;yes
30114;yes
-220256;yes
58222;yes
-341208;yes
21463;yes
-374752;yes
224420;yes
168758;yes
-298301;yes
124943;yes
34665;yes
-220219;yes
312077;yes
418898;yes
-179994;yes
-343242;yes
8119;yes
133634;yes
-93578;yes
-313547;yes
-158482;yes
-53327;yes
545225;yes
-273725;yes
-316837;yes
-471977;yes
-259837;yes
227036;yes
143425;yes
35568;yes
126259;yes
209702;yes
-273897;yes
-425360;yes
-196909;yes
-53478;yes
-274979;yes
-149177;yes
-495361;yes
-254022;yes
-22147;yes
-162862;yes
40609;yes
481492;yes
-251510;yes
-8023;yes
-197766;yes
-205094;yes
108010;yes
366256;yes
-415163;yes
37343;yes
-241974;yes
192861;yes
-95042;yes
144534;yes
-73;yes
-171379;yes
-435749;yes
-26065;yes
-140749;yes
-222078;yes
160451;yes
703267;yes
-34187;yes
-12149;yes
329895;yes
-458071;yes
6667;yes
-130758;yes
-264052;yes
558;yes
-107741;yes
-403020;yes
-420949;yes
115241;yes
-210116;yes
-430829;yes
-132630;yes
32471;yes
86337;yes
107992;yes
-88536;yes
227630;yes
-17843;yes
-59618;yes
60081;yes
-117797;yes
-143402;yes
377671;yes
206653;yes
108662;yes
-174083;yes
303505;yes
-346781;yes
474019;yes
51512;yes
544425;yes
-101996;yes
338241;yes
268053;yes
-234994;yes
-92922;yes
21755;yes
698732;yes
-6649;no
202553;yes
-51906;yes
192191;yes
211680;yes
-196038;yes
-148347;yes
243752;yes
-157730;yes
-20323;no
82121;yes
-122351;yes
-43301;yes
14370;yes
-121820;yes
59925;yes
170859;yes
140183;yes
57232;yes
-176317;yes
-33465;yes
-88099;yes
-68398;yes
-72989;yes
-55532;yes
301069;yes
209667;yes
-86279;yes
-13022;yes
72700;yes
-83169;yes
-262522;yes
328080;yes
-206819;yes
-234427;yes
-152138;yes
-110832;yes
326205;yes
-199598;yes
267143;yes
401841;yes
109152;yes
-77197;yes
-144403;yes
50804;yes
144649;yes
72156;yes
46997;yes
-147904;yes
-138584;yes
44382;yes
62801;yes
-228518;yes
-461425;yes
-104523;yes
116486;yes
269663;yes
-74542;yes
-203319;yes
84542;yes
-43686;yes
136063;yes
9360;yes
-156581;yes
-35340;yes
-318140;yes
40634;yes
356683;yes
-673280;yes
-3752;yes
-204506;yes
1055;yes
-198498;yes
76480;yes
-53481;yes
191153;yes
29314;yes
299278;yes
77496;yes
-127434;yes
-11059;yes
426777;yes
-226866;yes
-203553;yes
28522;yes
31173;yes
55728;yes
-635281;yes
-157955;yes
-39290;yes
-244906;yes
-622659;yes
93649;yes
21460;yes
376975;yes
-308757;yes
-371308;yes
492670;yes
169844;yes
-314481;yes
-325858;yes
-49483;yes
126593;yes
6359;yes
-245860;yes
65855;yes
101559;yes
258328;yes
381583;yes
31553;yes
135451;yes
-343189;yes
-30887;yes
47410;yes
-118099;yes
-101789;yes
-347981;yes
-283064;yes
338613;yes
206999;yes
-48546;yes
-196273;yes
-138536;yes
182068;yes
67613;yes
-369271;yes
-233057;yes
-233549;yes
-121808;yes
-42887;yes
-12685;yes
-218743;yes
-282009;yes
11898;yes
-226973;yes
-408921;yes
435873;yes
-224771;yes
-39673;yes
-31080;yes
